location,district,rooms,size,level,max_levels,price,psp
"город Ташкент, Чиланзарский район, Чиланзар 16-й квартал",Chilonzor,3,65.0,4,4,49000.0,753.8461538461538
"город Ташкент, Учтепинский район, Чиланзар 12-й квартал",Uchtepa,2,47.0,1,4,42000.0,893.6170212765958
"город Ташкент, Учтепинский район, Чиланзар 11-й квартал",Uchtepa,2,48.0,1,5,48000.0,1000.0
"город Ташкент, Учтепинский район, Чиланзар квартал Г9А",Uchtepa,4,75.0,3,4,61000.0,813.3333333333334
"город Ташкент, Учтепинский район, Чиланзар квартал Г9А",Uchtepa,2,54.0,1,5,80000.0,1481.4814814814815
"город Ташкент, Чиланзарский район, Чиланзар квартал Ц",Chilonzor,3,118.0,3,4,86000.0,728.8135593220339
"город Ташкент, Чиланзарский район, Чиланзар квартал Ц",Chilonzor,3,95.0,4,4,90000.0,947.3684210526316
"город Ташкент, Чиланзарский район, Чиланзар квартал Ц",Chilonzor,3,93.0,4,5,80000.0,860.2150537634409
"город Ташкент, Чиланзарский район, Чиланзар квартал И",Chilonzor,3,75.0,1,4,64000.0,853.3333333333334
"город Ташкент, Учтепинский район, Чиланзар 23-й квартал",Uchtepa,4,93.0,8,9,52000.0,559.1397849462365
"город Ташкент, Учтепинский район, Чиланзар 23-й квартал",Uchtepa,3,70.0,1,9,60000.0,857.1428571428571
"город Ташкент, Учтепинский район, Чиланзар 21-й квартал",Uchtepa,3,60.0,2,4,44000.0,733.3333333333334
"город Ташкент, Чиланзарский район, Чиланзар 19-й квартал",Chilonzor,3,68.0,4,4,35000.0,514.7058823529412
"город Ташкент, Чиланзарский район, Чиланзар 16-й квартал",Chilonzor,2,60.0,9,9,32000.0,533.3333333333334
"город Ташкент, Учтепинский район, Чиланзар 15-й квартал",Uchtepa,3,70.0,6,16,42000.0,600.0
"город Ташкент, Яккасарайский район, Бабура",Yakkasaroy,2,53.0,3,5,55500.0,1047.1698113207547
"город Ташкент, Шайхантахурский район, Камолон",Shayxontohur,6,150.0,2,9,150000.0,1000.0
"город Ташкент, Шайхантахурский район, Гулбозор",Shayxontohur,4,95.0,1,4,110000.0,1157.8947368421052
"город Ташкент, Чиланзарский район, Чиланзар 10-й квартал",Chilonzor,2,48.0,2,4,36000.0,750.0
"город Ташкент, Чиланзарский район, Чиланзар 8-й квартал",Chilonzor,2,56.0,4,4,39500.0,705.3571428571429
"город Ташкент, Чиланзарский район, Чиланзар",Chilonzor,2,54.0,2,5,36500.0,675.925925925926
"город Ташкент, Чиланзарский район, Чиланзар-16",Chilonzor,2,50.0,3,5,35500.0,710.0
"город Ташкент, Чиланзарский район, Чиланзар-6",Chilonzor,2,60.0,4,5,38000.0,633.3333333333334
"город Ташкент, Юнусабадский район, Киёт",Yunusobod,1,41.37,1,4,47000.0,1136.0889533478367
"город Ташкент, Учтепинский район, Чиланзар 22-й квартал",Uchtepa,3,65.0,4,4,34000.0,523.0769230769231
"город Ташкент, Учтепинский район, Чиланзар 15-й квартал",Uchtepa,1,38.0,3,4,25000.0,657.8947368421053
"город Ташкент, Яшнободский район, 1-й тупик Захидова",Yashnobod,2,58.0,11,11,24921.0,429.67241379310343
"город Ташкент, Яшнободский район, 1-й тупик Захидова",Yashnobod,1,46.0,11,11,19765.0,429.67391304347825
"город Ташкент, Мирзо-Улугбекский район, жилой комплекс Akay City",Mirzo-Ulugʻbek,3,94.0,16,23,118000.0,1255.3191489361702
"город Ташкент, Чиланзарский район, Чиланзар 8-й квартал",Chilonzor,1,30.0,4,4,26300.0,876.6666666666666
"город Ташкент, Яшнободский район, Садыка Азимова (Жуковского) ",Yashnobod,2,70.0,4,5,103000.0,1471.4285714285713
"город Ташкент, Юнусабадский район, Юнусабад 14-й квартал",Yunusobod,3,72.0,2,9,59000.0,819.4444444444445
"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 2-й квартал",Mirzo-Ulugʻbek,2,60.0,6,9,34000.0,566.6666666666666
"город Ташкент, Учтепинский район, Чиланзар 30-й квартал",Uchtepa,2,60.0,1,4,47500.0,791.6666666666666
"город Ташкент, Юнусабадский район, проспект Мустакиллик",Yunusobod,4,100.0,3,4,123000.0,1230.0
"город Ташкент, Чиланзарский район, Ислама Каримова",Chilonzor,3,103.0,4,4,160000.0,1553.3980582524273
"город Ташкент, Чиланзарский район, Мукими",Chilonzor,4,120.0,5,5,110000.0,916.6666666666666
"город Ташкент, Чиланзарский район, Домбрабад",Chilonzor,4,83.0,2,2,40500.0,487.95180722891564
"город Ташкент, Яккасарайский район, Ориентир напротив Братских могил",Yakkasaroy,3,72.0,3,5,47500.0,659.7222222222222
"город Ташкент, Юнусабадский район, Минор",Yunusobod,3,78.0,4,4,55000.0,705.1282051282051
"город Ташкент, Чиланзарский район, Чиланзар 1-й квартал",Chilonzor,2,50.0,2,5,42800.0,856.0
"город Ташкент, Юнусабадский район, Кашгар",Yunusobod,5,183.5,4,5,203000.0,1106.267029972752
"город Ташкент, Чиланзарский район, Чиланзар 8-й квартал",Chilonzor,1,20.0,3,5,16000.0,800.0
"город Ташкент, Мирзо-Улугбекский район, Бешогайнилар",Mirzo-Ulugʻbek,3,75.0,8,9,56000.0,746.6666666666666
"город Ташкент, Мирабадский район, Улица Эльбек",Mirabad,3,103.0,1,5,90000.0,873.7864077669902
"город Ташкент, Учтепинский район, Чиланзар 15-й квартал",Uchtepa,4,90.0,2,5,54000.0,600.0
"город Ташкент, Учтепинский район, Чиланзар 15-й квартал",Uchtepa,3,78.0,2,4,52500.0,673.0769230769231
"город Ташкент, Учтепинский район, Чиланзар 14-й квартал",Uchtepa,2,49.0,1,4,31000.0,632.6530612244898
"город Ташкент, Учтепинский район, Чиланзар 14-й квартал",Uchtepa,2,56.0,2,4,40000.0,714.2857142857143
"город Ташкент, Чиланзарский район, Чиланзар 8-й квартал",Chilonzor,5,92.0,9,9,80000.0,869.5652173913044
"город Ташкент, Чиланзарский район, Чиланзар 8-й квартал",Chilonzor,1,28.0,1,4,24000.0,857.1428571428571
"город Ташкент, Чиланзарский район, Чиланзар 7-й квартал",Chilonzor,2,45.0,4,4,36000.0,800.0
"город Ташкент, Чиланзарский район, Чиланзар 4-й квартал",Chilonzor,3,68.0,3,4,65000.0,955.8823529411765
"город Ташкент, Чиланзарский район, Чиланзар 2-й квартал",Chilonzor,2,50.0,3,3,41000.0,820.0
"город Ташкент, Чиланзарский район, Чиланзар 1-й квартал",Chilonzor,3,68.0,4,5,45000.0,661.7647058823529
"город Ташкент, Чиланзарский район, Чиланзар 1-й квартал",Chilonzor,2,50.0,4,4,39800.0,796.0
"город Ташкент, Чиланзарский район, Чиланзар 5-й квартал",Chilonzor,4,80.0,4,5,56000.0,700.0
"город Ташкент, Чиланзарский район, Чиланзар квартал Ц",Chilonzor,4,110.0,8,9,74500.0,677.2727272727273
"город Ташкент, Учтепинский район, Чиланзар 12-й квартал",Uchtepa,3,72.0,3,9,43500.0,604.1666666666666
"город Ташкент, Учтепинский район, Чиланзар 11-й квартал",Uchtepa,1,33.0,2,5,24500.0,742.4242424242424
"город Ташкент, Чиланзарский район, Чиланзар 8-й квартал",Chilonzor,1,30.0,3,4,25500.0,850.0
"город Ташкент, Чиланзарский район, Чиланзар 8-й квартал",Chilonzor,1,40.0,1,4,28500.0,712.5
"город Ташкент, Учтепинский район, Чиланзар 23-й квартал",Uchtepa,3,70.0,5,5,44000.0,628.5714285714286
"город Ташкент, Чиланзарский район, Катта Козиробод",Chilonzor,3,67.0,2,4,42000.0,626.8656716417911
"город Ташкент, Учтепинский район, Чиланзар 15-й квартал",Uchtepa,2,58.0,3,9,35000.0,603.448275862069
"город Ташкент, Яшнободский район, Авиасозлар 1 кв",Yashnobod,3,77.0,1,5,50000.0,649.3506493506494
"город Ташкент, Учтепинский район, Чиланзар 12-й квартал",Uchtepa,2,52.0,8,9,65000.0,1250.0
"город Ташкент, Учтепинский район, Чиланзар 13-й квартал",Uchtepa,2,60.0,5,5,36000.0,600.0
"город Ташкент, Чиланзарский район, Чиланзар-3",Chilonzor,2,42.0,1,4,33700.0,802.3809523809524
"город Ташкент, Мирабадский район, Нукус",Mirabad,4,120.0,1,4,132000.0,1100.0
"город Ташкент, Мирзо-Улугбекский район, Ц - 2, детский мир",Mirzo-Ulugʻbek,2,65.0,5,9,76500.0,1176.923076923077
"город Ташкент, Учтепинский район, Алгоритм  31 квартал",Uchtepa,2,42.0,1,4,33500.0,797.6190476190476
"город Ташкент, Чиланзарский район, Чиланзар 5 квартал",Chilonzor,3,100.0,6,9,78000.0,780.0
"город Ташкент, Чиланзарский район, Халклар Дустлиги",Chilonzor,3,100.0,4,4,66500.0,665.0
"город Ташкент, Чиланзарский район, Чиланзар квартал 20А",Chilonzor,2,58.0,7,9,42000.0,724.1379310344828
"город Ташкент, Чиланзарский район, Чиланзар 18-й квартал",Chilonzor,3,72.0,2,9,46000.0,638.8888888888889
"город Ташкент, Чиланзарский район, жилой комплекс Новза",Chilonzor,4,125.0,6,9,250000.0,2000.0
"город Ташкент, Чиланзарский район, Метро Хамза",Chilonzor,1,50.0,3,4,37000.0,740.0
"город Ташкент, Чиланзарский район, Чиланзар 10-й квартал",Chilonzor,5,142.0,5,5,120000.0,845.0704225352113
